코드,제형,주성분명칭,분류번호,투여,함량,단위
613901BIJ,IJ,cabazitaxel acetone solvate (as cabazitaxel)  ,421,주사,60,mg(40mg/mL)
614000BIJ,IJ,indium chloride(111In),431,주사,1,mCi
614000BIJ,IJ,diethylene triamine 5-acetic acid,431,주사,0.1,mg
614100ASY,SY,dried coptidis rhizoma ext. (4.5~7:1),222,내복,0.875,mg
614100ASY,SY,dried ivy leaf ext. (5~7.5:1),222,내복,2.625,mg
614201ATB,TB,naftopidil,259,내복,25,mg
614202ATB,TB,naftopidil,259,내복,50,mg
614203ATB,TB,naftopidil,259,내복,75,mg
614301BIJ,IJ,clofarabine,421,주사,20,mg
614330BIJ,IJ,clofarabine,421,주사,20,mg(1mg/mL)
614401BIJ,IJ,N-(3-Fluoropropyl)-2β-Carbomethoxy-3β-(4-[123I]iodophenyl)tropane,431,주사,4,mCi
614402BIJ,IJ,N-(3-Fluoropropyl)-2β-Carbomethoxy-3β-(4-[123I]iodophenyl)tropane,431,주사,-48-522,MBq
614500ATB,TB,atorvastatin calcium (as atorvastatin),219,내복,10,mg
614500ATB,TB,S-amlodipine besylate (as S-amlodipine),219,내복,2.5,mg
614601BIJ,IJ,bendamustine hydrochloride (as bendamustine),421,주사,22.7,mg
614602BIJ,IJ,bendamustine hydrochloride (as bendamustine),421,주사,90.8,mg
614701ATB,TB,roflumilast(micronized),229,내복,0.5,mg
614801ATB,TB,potassium iodide,322,내복,0.13,g
614901ATB,TB,corydalis tuber·pharbitis seed(5:1) 50% ethanol ext.(9.5~11.5→1),239,내복,30,mg
615001BIJ,IJ,Ustekinumab,142,주사,45,mg
615002BIJ,IJ,Ustekinumab,142,주사,90,mg
615030BIJ,IJ,ustekinumab,142,주사,45,mg(90mg/mL)
615031BIJ,IJ,ustekinumab,142,주사,90,mg(90mg/mL)
615032BIJ,IJ,ustekinumab,142,주사,0.13,g(5mg/mL)
615101BIJ,IJ,gadoteridol,721,주사,"1,396.5",mg
615102BIJ,IJ,gadoteridol,721,주사,"2,793",mg
615103BIJ,IJ,gadoteridol,721,주사,"4,189.5",mg
615104BIJ,IJ,gadoteridol,721,주사,"4,748.1",mg
615105BIJ,IJ,gadoteridol,721,주사,"5,586",mg
615106BIJ,IJ,gadoteridol,721,주사,"13,965",mg
615130BIJ,IJ,gadoteridol,721,주사,1.3965,g(0.2793g/mL)
615131BIJ,IJ,gadoteridol,721,주사,2.793,g(0.2793g/mL)
615132BIJ,IJ,gadoteridol,721,주사,4.1895,g(0.2793g/mL)
615133BIJ,IJ,gadoteridol,721,주사,4.7481,g(0.2793g/mL)
615134BIJ,IJ,gadoteridol,721,주사,5.586,g(0.2793g/mL)
615135BIJ,IJ,gadoteridol,721,주사,13.965,g(0.2793g/mL)
615201ACH,CH,fingolimod hydrochloride (as fingolimod),119,내복,0.5,mg
615301BIJ,IJ,live attenuated yellow fever virus 17D,631,주사,"1,000",LD50이상(mouse)
615401BIJ,IJ,romiplostim,339,주사,0.25,mg
615402BIJ,IJ,romiplostim,339,주사,0.5,mg
615500BIJ,IJ,glucose monohydrate,333,주사,73.5,mg
615500BIJ,IJ,citric acid,333,주사,21.9,mg
615500BIJ,IJ,sodium citrate,333,주사,66,mg
615601BIJ,IJ,자가골수유래 중간엽줄기세포,439,주사,5,천만개
615602BIJ,IJ,자가골수유래 중간엽줄기세포,439,주사,7,천만개
615603BIJ,IJ,자가골수유래 중간엽줄기세포,439,주사,9,천만개
615701ATB,TB,dienogest,247,내복,2,mg/정
615801ATB,TB,ulipristal acetate,254,내복,30,mg
615802ATB,TB,ulipristal acetate,249,내복,5,mg/정
615901ATB,TB,ticagrelor,218,내복,90,mg
615902ATB,TB,ticagrelor,218,내복,60,mg
616001BIJ,IJ,fosaprepitant dimeglumine (as fosaprepitant),235,주사,0.15,g
616101ATB,TB,avanafil,259,내복,0.1,g
616102ATB,TB,avanafil,259,내복,0.2,g
616200ATB,TB,artesunate,641,내복,60,mg
616200ATB,TB,pyronaridine phosphate,641,내복,0.18,g
616300APD,PD,ascorbic acid,721,내복,9.4,g
616300APD,PD,polyethylene glycol 3350,721,내복,200,g
616300APD,PD,potassium chloride,721,내복,2.03,g
616300APD,PD,sodium ascorbate,721,내복,11.8,g
616300APD,PD,sodium chloride,721,내복,5.382,g
616300APD,PD,sodium sulfate anhydrous,721,내복,15,g
616401ATB,TB,linagliptin,396,내복,5,mg
616501ATB,TB,tolvaptan SD powder (as tolvaptan),219,내복,15,mg
616502ATB,TB,tolvaptan SD powder (as tolvaptan),219,내복,30,mg
616600BIS,IS,calcium chloride,341,주사,45,g/5ℓ
616600BIS,IS,magnesium chloride,341,주사,26.5,g/5ℓ
616600BIS,IS,potassium chloride,341,주사,32.5,g/10ℓ
616600BIS,IS,sodium acetate,341,주사,143,g/10ℓ
616600BIS,IS,sodium chloride,341,주사,"1,012.5",g/10ℓ
616700BIS,IS,calcium chloride,341,주사,38.6,g/10ℓ
616700BIS,IS,dextrose,341,주사,175,g/10ℓ
616700BIS,IS,magnesium chloride,341,주사,17.8,g/10ℓ
616700BIS,IS,potassium chloride,341,주사,26.1,g/10ℓ
616700BIS,IS,sodium acetate anhydrous,341,주사,86,g/10ℓ
616700BIS,IS,sodium chloride,341,주사,"1,063.5",g/10ℓ
616800BIJ,IJ,calcium chloride dihydrate(C액 375mL중),325,주사,0.1323,g
616800BIJ,IJ,glucose monohydrate(as glucose anhydate)(A액 375mL중),325,주사,24,g
616800BIJ,IJ,glycine(C액 375mL중),325,주사,0.495,g
616800BIJ,IJ,L-alanine(C액 375mL중),325,주사,1.455,g
616800BIJ,IJ,L-arginine(C액 375mL중),325,주사,0.81,g
616800BIJ,IJ,L-asparaginic acid(C액 375mL중),325,주사,0.45,g
616800BIJ,IJ,L-glutamic acid(C액 375mL중),325,주사,1.05,g
616800BIJ,IJ,L-histidine hydrochloride monohydrate (as histidine)(C액 375mL중),325,주사,0.375,g
616800BIJ,IJ,L-isoleucine(C액 375mL중),325,주사,0.702,g
616800BIJ,IJ,L-leucine(C액 375mL중),325,주사,0.939,g
616800BIJ,IJ,L-lysine hydrochloride (as lysine)(C액 375mL중),325,주사,0.678,g
616800BIJ,IJ,L-methionine(C액 375mL중),325,주사,0.588,g
616800BIJ,IJ,L-phenylalanine(C액 375mL중),325,주사,1.053,g
616800BIJ,IJ,L-proline(C액 375mL중),325,주사,1.02,g
616800BIJ,IJ,L-serine(C액 375mL중),325,주사,0.9,g
616800BIJ,IJ,L-threonine(C액 375mL중),325,주사,0.546,g
616800BIJ,IJ,L-tryptophan(C액 375mL중),325,주사,0.171,g
616800BIJ,IJ,L-valine(C액 375mL중),325,주사,0.78,g
616800BIJ,IJ,magnesium acetate tetrahydrate(C액 375mL중),325,주사,0.1932,g
616800BIJ,IJ,medium chain triglyceride(B액 375mL중),325,주사,7.5,g
616800BIJ,IJ,potassium acetate(C액 375mL중),325,주사,0.8829,g
616800BIJ,IJ,sodium acetate trihydrate(C액 375mL중),325,주사,0.1632,g
616800BIJ,IJ,sodium chloride(C액 375mL중),325,주사,0.3243,g
616800BIJ,IJ,sodium dihydrogen phosphate dihydrate(A액 375mL중),325,주사,0.351,g
616800BIJ,IJ,sodium hydroxide(C액 375mL중),325,주사,0.24,g
616800BIJ,IJ,soybean oil(B액 375mL중),325,주사,7.5,g
616800BIJ,IJ,Zinc acetate dihydrate(A액 375mL중),325,주사,1.9875,mg
616900BIJ,IJ,"influenza virus antigen type A(H1N1), inactivated and purified",631,주사,7.5,㎍
616900BIJ,IJ,"influenza virus antigen type A(H3N2), inactivated and purified",631,주사,7.5,㎍
616900BIJ,IJ,"influenza virus antigen type B, inactivated and purified",631,주사,7.5,㎍
617001ATB,TB,apixaban,333,내복,2.5,mg
617002ATB,TB,apixaban,333,내복,5,mg
617101ATB,TB,bazedoxifene acetate (as bazedoxifene),399,내복,20,mg
617201BIJ,IJ,사람 C1-에스테라제 억제제(C1 Esterase Inhibitor),634,주사,500,Unit
617301COS,OS,diquafosol sodium,131,외용,30,mg/ml
617330COS,OS,diquafosol sodium,131,외용,0.15,g(30mg/mL)
617331COS,OS,diquafosol sodium,131,외용,27,mg(30mg/mL)
617332COS,OS,diquafosol sodium,131,외용,12,mg(30mg/mL)
617333COS,OS,diquafosol sodium,131,외용,15,mg(30mg/mL)
617334COS,OS,diquafosol sodium,131,외용,9,mg(30mg/mL)
617335COS,OS,diquafosol sodium,131,외용,13.5,mg(30mg/mL)
617400CLQ,LQ,aprotinin,634,외용,1,MI.U(prefilled syringe 1)
617400CLQ,LQ,human plasma fibrinogen,634,외용,95,mg(prefilled syringe 1)
617400CLQ,LQ,thrombin,634,외용,500,I.U(prefilled syringe 2)
617400DLQ,LQ,사람피브리노겐농축물(human fibrinogen concentrate),634,,75~115,mg
617400DLQ,LQ,thrombin,634,,400~600,I.U
617501ACH,CH,crizotinib,421,내복,0.2,g
617502ACH,CH,crizotinib,421,내복,0.25,g
617600APD,PD,citric acid,721,내복,12,g
617600APD,PD,sodium picosulfate,721,내복,10,mg
617600APD,PD,light magnesium oxide,721,내복,3.5,g
617701ACH,CH,radotinib hydrochloride (as radotinib),421,내복,0.1,g
617702ACH,CH,radotinib hydrochloride (as radotinib),421,내복,0.2,g
617801ATB,TB,rilpivirine hydrochloride (as rilpivirine),629,내복,25,mg
617901BIJ,IJ,autologus adipose-derived mesenchymal stem cell,439,주사,3×10^7,개(3×10^7개/mL)
618001BIJ,IJ,동종제대혈유래중간엽줄기세포,439,주사,75,십만개
618101ACH,CH,vorinostat,421,내복,0.1,g
618201ATB,TB,당귀·목과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화 25% ethanol soft ext.(3.5→1),114,내복,0.4054,g
618301APD,PD,sildenafil,259,내복,50,mg
618301ATB,TB,sildenafil,259,내복,50,mg
618302APD,PD,sildenafil,259,내복,100,mg
618302ATB,TB,sildenafil,259,내복,0.1,g
618303ATB,TB,sildenafil,259,내복,25,mg
618303ATD,TD,sildenafil,259,내복,25,mg
618401ATD,TD,carglumic acid,399,내복,0.2,g
618600ATB,TB,dienogest,247,내복,3,mg/정(밝은 노란색정)
618600ATB,TB,estradiol valerate,247,내복,2,mg/정(밝은 노란색정)
618600ATB,TB,dienogest,247,내복,2,mg/정(분홍색정)
618600ATB,TB,estradiol valerate,247,내복,2,mg/정(분홍색정)
618600ATB,TB,estradiol valerate,247,내복,3,mg/정(어두운 노란색정)
618600ATB,TB,estradiol valerate,247,내복,1,mg/정(갈색정)
618700ATB,TB,sodium dihydrogen phosphate monohydrate,721,내복,"1,102",mg
618700ATB,TB,anhydrous dibasic sodium phosphate,721,내복,398,mg
618801BIJ,IJ,pegfilgrastim,339,주사,6,mg
618830BIJ,IJ,pegfilgrastim,339,주사,6,mg(10mg/mL)
618900ATR,TR,metformin hydrochloride,396,내복,1,g
618900ATR,TR,saxagliptin (as saxagliptin),396,내복,2.5,mg
619000BIJ,IJ,Meningococcal A Conjugated to Diphtheria CRM197 Vaccine,631,주사,10,㎍
619000BIJ,IJ,Meningococcal C Conjugated to Diphtheria CRM197 Vaccine,631,주사,5,㎍
619000BIJ,IJ,Meningococcal W135 Conjugated to Diphtheria CRM197 Vaccine,631,주사,5,㎍
619000BIJ,IJ,Meningococcal Y Conjugated to Diphtheria CRM197 Vaccine,631,주사,5,㎍
619101ATB,TB,gemigliptin tartrate sesquihydrate (as gemigliptin),396,내복,50,mg
619201COS,OS,bromfenac sodium hydrate,131,외용,1,mg
619202COS,OS,bromfenac sodium hydrate,131,외용,5,mg(1mg/mL)
619203COS,OS,bromfenac sodium sesquihydrate,131,외용,2.5,mg(1mg/mL)
619204COS,OS,bromfenac sodium sesquihydrate,131,외용,0.5,mg(1mg/mL)
619205COS,OS,bromfenac sodium sesquihydrate,131,외용,0.4,mg(1mg/mL)
619301COS,OS,alcaftadine,131,외용,2.5,mg
619330COS,OS,alcaftadine,131,외용,12.5,mg(2.5mg/mL)
619331COS,OS,alcaftadine,131,외용,7.5,mg(2.5mg/mL)
619400BIJ,IJ,calcium chloride dihydrate,325,주사,0.516,g(C액400mL중)
619400BIJ,IJ,glucose monohydrate,325,주사,121,g(C액400mL중)
619400BIJ,IJ,glycine,325,주사,3.948,g(B액400mL중)
619400BIJ,IJ,L-alanine,325,주사,8.24,g(B액400mL중)
619400BIJ,IJ,L-arginine,325,주사,5.58,g(B액400mL중)
619400BIJ,IJ,L-aspartic acid,325,주사,1.648,g(B액400mL중)
619400BIJ,IJ,L-glutamic acid,325,주사,2.844,g(B액400mL중)
619400BIJ,IJ,L-histidine,325,주사,3.396,g(B액400mL중)
619400BIJ,IJ,L-isoleucine,325,주사,2.844,g(B액400mL중)
619400BIJ,IJ,L-leucine,325,주사,3.948,g(B액400mL중)
619400BIJ,IJ,L-lysine acetate,325,주사,6.32,g(B액400mL중)
619400BIJ,IJ,L-methionine,325,주사,2.844,g(B액400mL중)
619400BIJ,IJ,L-phenylalanine,325,주사,3.948,g(B액400mL중)
619400BIJ,IJ,L-proline,325,주사,3.396,g(B액400mL중)
619400BIJ,IJ,L-serine,325,주사,2.248,g(B액400mL중)
619400BIJ,IJ,L-threonine,325,주사,2.844,g(B액400mL중)
619400BIJ,IJ,L-tryptophan,325,주사,0.948,g(B액400mL중)
619400BIJ,IJ,L-tyrosine,325,주사,0.148,g(B액400mL중)
619400BIJ,IJ,L-valine,325,주사,3.644,g(B액400mL중)
619400BIJ,IJ,magnesium chloride hexahydrate,325,주사,0.812,g(B액400mL중)
619400BIJ,IJ,potassium chloride,325,주사,2.236,g(B액400mL중)
619400BIJ,IJ,purified olive oil and purified soybean oil(8:2),325,주사,40,g(A액200mL 중)
619400BIJ,IJ,sodium acetate trihydrate,325,주사,1.496,g(B액400mL중)
619400BIJ,IJ,sodium glycerophosphate hydrate,325,주사,3.672,g(B액400mL중)
619500BIJ,IJ,calcium chloride dihydrate,325,주사,0.774,g(C액600mL중)
619500BIJ,IJ,glucose monohydrate,325,주사,181.5,g(C액600mL중)
619500BIJ,IJ,glycine,325,주사,5.922,g(B액600mL중)
619500BIJ,IJ,L-alanine,325,주사,12.36,g(B액600mL중)
619500BIJ,IJ,L-arginine,325,주사,8.37,g(B액600mL중)
619500BIJ,IJ,L-aspartic acid,325,주사,2.472,g(B액600mL중)
619500BIJ,IJ,L-glutamic acid,325,주사,4.266,g(B액600mL중)
619500BIJ,IJ,L-histidine,325,주사,5.094,g(B액600mL중)
619500BIJ,IJ,L-isoleucine,325,주사,4.266,g(B액600mL중)
619500BIJ,IJ,L-leucine,325,주사,5.922,g(B액600mL중)
619500BIJ,IJ,L-lysine acetate,325,주사,9.48,g(B액600mL중)
619500BIJ,IJ,L-methionine,325,주사,4.266,g(B액600mL중)
619500BIJ,IJ,L-phenylalanine,325,주사,5.922,g(B액600mL중)
619500BIJ,IJ,L-proline,325,주사,5.094,g(B액600mL중)
619500BIJ,IJ,L-serine,325,주사,3.372,g(B액600mL중)
619500BIJ,IJ,L-threonine,325,주사,4.266,g(B액600mL중)
619500BIJ,IJ,L-tryptophan,325,주사,1.422,g(B액600mL중)
619500BIJ,IJ,L-tyrosine,325,주사,0.222,g(B액600mL중)
619500BIJ,IJ,L-valine,325,주사,5.466,g(B액600mL중)
619500BIJ,IJ,magnesium chloride hexahydrate,325,주사,1.218,g(B액600mL중)
619500BIJ,IJ,potassium chloride,325,주사,3.354,g(B액600mL중)
619500BIJ,IJ,purified olive oil and purified soybean oil(8:2),325,주사,60,g(A액300mL중)
619500BIJ,IJ,sodium acetate trihydrate,325,주사,2.244,g(B액600mL중)
619500BIJ,IJ,sodium glycerophosphate hydrate,325,주사,5.508,g(B액600mL중)
619600BIJ,IJ,calcium chloride dihydrate,325,주사,1.032,g(C액800mL중)
619600BIJ,IJ,glucose monohydrate,325,주사,242,g(C액800mL중)
619600BIJ,IJ,glycine,325,주사,7.896,g(B액800mL중)
619600BIJ,IJ,L-alanine,325,주사,16.48,g(B액800mL중)
619600BIJ,IJ,L-arginine,325,주사,11.16,g(B액800mL중)
619600BIJ,IJ,L-aspartic acid,325,주사,3.296,g(B액800mL중)
619600BIJ,IJ,L-glutamic acid,325,주사,5.688,g(B액800mL중)
619600BIJ,IJ,L-histidine,325,주사,6.792,g(B액800mL중)
619600BIJ,IJ,L-isoleucine,325,주사,5.688,g(B액800mL중)
619600BIJ,IJ,L-leucine,325,주사,7.896,g(B액800mL중)
619600BIJ,IJ,L-lysine acetate,325,주사,12.64,g(B액800mL중)
619600BIJ,IJ,L-methionine,325,주사,5.688,g(B액800mL중)
619600BIJ,IJ,L-phenylalanine,325,주사,7.896,g(B액800mL중)
619600BIJ,IJ,L-proline,325,주사,6.792,g(B액800mL중)
619600BIJ,IJ,L-serine,325,주사,4.496,g(B액800mL중)
619600BIJ,IJ,L-threonine,325,주사,5.688,g(B액800mL중)
619600BIJ,IJ,L-tryptophan,325,주사,1.896,g(B액800mL중)
619600BIJ,IJ,L-tyrosine,325,주사,0.296,g(B액800mL중)
619600BIJ,IJ,L-valine,325,주사,7.288,g(B액800mL중)
619600BIJ,IJ,magnesium chloride hexahydrate,325,주사,1.624,g(B액800mL중)
619600BIJ,IJ,potassium chloride,325,주사,4.472,g(B액800mL중)
619600BIJ,IJ,purified olive oil and purified soybean oil(8:2),325,주사,80,g(A액400mL 중) 
619600BIJ,IJ,sodium acetate trihydrate,325,주사,2.992,g(B액800mL중)
619600BIJ,IJ,sodium glycerophosphate hydrate,325,주사,7.344,g(B액800mL중)
619700BIJ,IJ,calcium chloride dihydrate,325,주사,0.296,g(C액400mL중)
619700BIJ,IJ,glucose monohydrate,325,주사,82.5,g(C액400mL중)
619700BIJ,IJ,glycine,325,주사,1.756,g(B액400mL중)
619700BIJ,IJ,L-alanine,325,주사,3.664,g(B액400mL중)
619700BIJ,IJ,L-arginine,325,주사,2.48,g(B액400mL중)
619700BIJ,IJ,L-aspartic acid,325,주사,0.732,g(B액400mL중)
619700BIJ,IJ,L-glutamic acid,325,주사,1.264,g(B액400mL중)
619700BIJ,IJ,L-histidine,325,주사,1.508,g(B액400mL중)
619700BIJ,IJ,L-isoleucine,325,주사,1.264,g(B액400mL중)
619700BIJ,IJ,L-leucine,325,주사,1.756,g(B액400mL중)
619700BIJ,IJ,L-lysine acetate,325,주사,2.808,g(B액400mL중)
619700BIJ,IJ,L-methionine,325,주사,1.264,g(B액400mL중)
619700BIJ,IJ,L-phenylalanine,325,주사,1.756,g(B액400mL중)
619700BIJ,IJ,L-proline,325,주사,1.508,g(B액400mL중)
619700BIJ,IJ,L-serine,325,주사,1,g(B액400mL중)
619700BIJ,IJ,L-threonine,325,주사,1.264,g(B액400mL중)
619700BIJ,IJ,L-tryptophan,325,주사,0.424,g(B액400mL중)
619700BIJ,IJ,L-tyrosine,325,주사,0.064,g(B액400mL중)
619700BIJ,IJ,L-valine,325,주사,1.62,g(B액400mL중)
619700BIJ,IJ,magnesium chloride hexahydrate,325,주사,0.448,g(B액400mL중)
619700BIJ,IJ,potassium chloride,325,주사,1.192,g(B액400mL중)
619700BIJ,IJ,purified olive oil and purified soybean oil(8:2),325,주사,30,g(A액 200mL 중) 
619700BIJ,IJ,sodium acetate trihydrate,325,주사,1.156,g(B액400mL중)
619700BIJ,IJ,sodium glycerophosphate hydrate,325,주사,1.912,g(B액400mL중)
619800BIJ,IJ,calcium chloride dihydrate,325,주사,0.444,g(C액600mL중)
619800BIJ,IJ,glucose monohydrate,325,주사,123.75,g(C액600mL중)
619800BIJ,IJ,glycine,325,주사,2.634,g(B액600mL중)
619800BIJ,IJ,L-alanine,325,주사,5.496,g(B액600mL중)
619800BIJ,IJ,L-arginine,325,주사,3.72,g(B액600mL중)
619800BIJ,IJ,L-aspartic acid,325,주사,1.098,g(B액600mL중)
619800BIJ,IJ,L-glutamic acid,325,주사,1.896,g(B액600mL중)
619800BIJ,IJ,L-histidine,325,주사,2.262,g(B액600mL중)
619800BIJ,IJ,L-isoleucine,325,주사,1.896,g(B액600mL중)
619800BIJ,IJ,L-leucine,325,주사,2.634,g(B액600mL중)
619800BIJ,IJ,L-lysine acetate,325,주사,4.212,g(B액600mL중)
619800BIJ,IJ,L-methionine,325,주사,1.896,g(B액600mL중)
619800BIJ,IJ,L-phenylalanine,325,주사,2.634,g(B액600mL중)
619800BIJ,IJ,L-proline,325,주사,2.262,g(B액600mL중)
619800BIJ,IJ,L-serine,325,주사,1.5,g(B액600mL중)
619800BIJ,IJ,L-threonine,325,주사,1.896,g(B액600mL중)
619800BIJ,IJ,L-tryptophan,325,주사,0.636,g(B액600mL중)
619800BIJ,IJ,L-tyrosine,325,주사,96,mg(B액600mL중)
619800BIJ,IJ,L-valine,325,주사,2.43,g(B액600mL중)
619800BIJ,IJ,magnesium chloride hexahydrate,325,주사,0.672,g(B액600mL중)
619800BIJ,IJ,potassium chloride,325,주사,1.788,g(B액600mL중)
619800BIJ,IJ,purified olive oil and purified soybean oil(8:2),325,주사,45,g(A액300mL중)
619800BIJ,IJ,sodium acetate trihydrate,325,주사,1.734,g(B액600mL중)
619800BIJ,IJ,sodium glycerophosphate hydrate,325,주사,2.868,g(B액600mL중)
619900BIJ,IJ,calcium chloride dihydrate,325,주사,0.592,g(C액800mL중)
619900BIJ,IJ,glucose monohydrate,325,주사,165,g(C액800mL중)
619900BIJ,IJ,glycine,325,주사,3.512,g(B액800mL중)
619900BIJ,IJ,L-alanine,325,주사,7.328,g(B액800mL중)
619900BIJ,IJ,L-arginine,325,주사,4.96,g(B액800mL중)
619900BIJ,IJ,L-aspartic acid,325,주사,1.464,g(B액800mL중)
619900BIJ,IJ,L-glutamic acid,325,주사,2.528,g(B액800mL중)
619900BIJ,IJ,L-histidine,325,주사,3.016,g(B액800mL중)
619900BIJ,IJ,L-isoleucine,325,주사,2.528,g(B액800mL중)
619900BIJ,IJ,L-leucine,325,주사,3.512,g(B액800mL중)
619900BIJ,IJ,L-lysine acetate,325,주사,5.616,g(B액800mL중)
619900BIJ,IJ,L-methionine,325,주사,2.528,g(B액800mL중)
619900BIJ,IJ,L-phenylalanine,325,주사,3.512,g(B액800mL중)
619900BIJ,IJ,L-proline,325,주사,3.016,g(B액800mL중)
619900BIJ,IJ,L-serine,325,주사,2,g(B액800mL중)
619900BIJ,IJ,L-threonine,325,주사,2.528,g(B액800mL중)
619900BIJ,IJ,L-tryptophan,325,주사,0.848,g(B액800mL중)
619900BIJ,IJ,L-tyrosine,325,주사,0.128,g(B액800mL중)
619900BIJ,IJ,L-valine,325,주사,3.24,g(B액800mL중)
619900BIJ,IJ,magnesium chloride hexahydrate,325,주사,0.896,g(B액800mL중)
619900BIJ,IJ,potassium chloride,325,주사,2.384,g(B액800mL중)
619900BIJ,IJ,purified olive oil and purified soybean oil(8:2),325,주사,60,g(A액400mL 중) 
619900BIJ,IJ,sodium acetate trihydrate,325,주사,2.312,g(B액800mL중)
619900BIJ,IJ,sodium glycerophosphate hydrate,325,주사,3.824,g(B액800mL중)
620000BIJ,IJ,potassium chloride,325,주사,7.45,g(A액1000ml중)
620000BIJ,IJ,histidine,325,주사,9.425,g(A액1000ml중)
620000BIJ,IJ,alanine,325,주사,22.9,g(A액1000ml중)
620000BIJ,IJ,L-leucine,325,주사,10.975,g(A액1000ml중)
620000BIJ,IJ,tyrosine,325,주사,0.4,g(A액1000ml중)
620000BIJ,IJ,phenylalanine,325,주사,10.975,g(A액1000ml중)
620000BIJ,IJ,L-glutamic acid,325,주사,7.9,g(A액1000ml중)
620000BIJ,IJ,aminoacetic acid,325,주사,10.975,g(A액1000ml중)
620000BIJ,IJ,serine,325,주사,6.25,g(A액1000ml중)
620000BIJ,IJ,L-threonine,325,주사,7.9,g(A액1000ml중)
620000BIJ,IJ,L-methionine,325,주사,7.9,g(A액1000ml중)
620000BIJ,IJ,arginine,325,주사,15.5,g(A액1000ml중)
620000BIJ,IJ,isoleucine,325,주사,7.9,g(A액1000ml중)
620000BIJ,IJ,L-valine,325,주사,10.125,g(A액1000ml중)
620000BIJ,IJ,proline,325,주사,9.425,g(A액1000ml중)
620000BIJ,IJ,aspartic acid,325,주사,4.575,g(A액1000ml중)
620000BIJ,IJ,tryptophan,325,주사,2.65,g(A액1000ml중)
620000BIJ,IJ,sodium acetate 3H2O,325,주사,7.225,g(A액1000ml중)
620000BIJ,IJ,lysine acetate,325,주사,17.55,g(A액1000ml중)
620000BIJ,IJ,sodium glycerophosphate 5H2O,325,주사,11.95,g(A액1000ml중)
620000BIJ,IJ,magnesium chloride hexahydrate,325,주사,2.8,g(A액1000ml중)
620000BIJ,IJ,glucose,325,주사,515.625,g(B액1000ml중)
620000BIJ,IJ,calcium chloride 2H2O,325,주사,1.85,g(B액1000ml중)
620000BIJ,IJ,purified olive oil & purified soybean oil,325,주사,375,g(C액500ml중)
620101BIJ,IJ,mifamurtide,429,주사,4,mg
620201BIJ,IJ,cholecalciferol (as vitamin D),311,주사,200,KI.U
620202BIJ,IJ,Cholecalciferol,311,주사,2.5,mg
620203BIJ,IJ,Cholecalciferol,311,주사,7.5,mg
620204BIJ,IJ,cholecalciferol,311,주사,25,mg(5mg/mL)
620205ALQ,LQ,cholecalciferol,311,내복,100,KI.U(10KI.U/mL)
620206ALQ,LQ,cholecalciferol,311,내복,25,KI.U(10KI.U/mL)
620207BIJ,IJ,cholecalciferol,311,주사,7.5,mg(7.5mg/mL)
620208BIJ,IJ,cholecalciferol,311,주사,5,mg(5mg/mL)
620209BIJ,IJ,cholecalciferol,311,주사,2.5,mg(5mg/mL)
620230BIJ,IJ,cholecalciferol (as vitamin D),311,주사,200,KI.U(200KI.U/mL)
620231BIJ,IJ,cholecalciferol (as vitamin D),311,주사,100,KI.U(100KI.U/mL)
620232BIJ,IJ,cholecalciferol (as vitamin D),311,주사,100,KI.U(200KI.U/mL)
620233BIJ,IJ,cholecalciferol (as vitamin D),311,주사,300,KI.U(300KI.U/mL)
620234BIJ,IJ,cholecalciferol (as vitamin D),311,주사,300,KI.U(200KI.U/mL)
620301ATB,TB,pirfenidone,229,내복,0.2,g
620302ATB,TB,pirfenidone,229,내복,0.4,g
620303ATB,TB,pirfenidone,229,내복,0.6,g
